         390556 function calls (381743 primitive calls) in 22.466 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 internals.py:1655(TimeDeltaBlock)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4173(copy)
        6    0.000    0.000    0.000    0.000 numeric.py:2576(seterr)
       51    0.000    0.000    0.000    0.000 rcsetup.py:180(validate_int)
       18    0.000    0.000    0.000    0.000 __init__.py:2368(<lambda>)
       20    0.000    0.000    0.000    0.000 types.py:477(convert_type)
        1    0.000    0.000    0.000    0.000 series.py:2832(_try_cast)
        1    0.000    0.000    0.000    0.000 message.py:92(Message)
        8    0.000    0.000    0.000    0.000 __init__.py:269(u)
        1    0.000    0.000    0.000    0.000 list.py:1(<module>)
        5    0.000    0.000    0.000    0.000 common.py:62(is_categorical)
       21    0.000    0.000    0.000    0.000 numeric.py:414(asarray)
        6    0.000    0.000    0.000    0.000 six.py:572(itervalues)
       10    0.000    0.000    0.000    0.000 feedparser.py:161(__init__)
        5    0.000    0.000    0.000    0.000 base.py:3366(_add_numeric_methods_disabled)
       79    0.000    0.000    0.000    0.000 docstring.py:121(copy_dedent)
       88    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 patches.py:846(PathPatch)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
       16    0.000    0.000    0.000    0.000 UserDict.py:91(get)
       11    0.000    0.000    0.000    0.000 nanops.py:31(__init__)
        1    0.000    0.000    0.000    0.000 artist.py:78(Artist)
      107    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
       38    0.000    0.000    0.000    0.000 {_codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 text.py:1959(Annotation)
        1    0.000    0.000    0.000    0.000 numeric.py:180(Float64Index)
       55    0.000    0.000    0.000    0.000 __init__.py:272(u_safe)
       15    0.000    0.000    0.000    0.000 decorators.py:130(_param_memo)
       39    0.000    0.000    0.000    0.000 __init__.py:1579(unpack_labeled_data)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1466(clear)
       21    0.000    0.000    0.000    0.000 core.py:37(is_style_file)
       68    0.000    0.000    0.000    0.000 lazy.py:92(lazy)
      114    0.000    0.000    0.000    0.000 {_struct.unpack}
       10    0.000    0.000    0.000    0.000 feedparser.py:198(_new_message)
       12    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_name)
        7    0.000    0.000    0.000    0.000 offsets.py:191(__init__)
       12    0.000    0.000    0.000    0.000 {method 'decode' of 'str' objects}
       14    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
       27    0.000    0.000    0.000    0.000 __init__.py:177(_checkLevel)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        7    0.000    0.000    0.000    0.000 __init__.py:1071(_fixupParents)
        1    0.000    0.000    0.000    0.000 path.py:31(Path)
        1    0.000    0.000    0.000    0.000 ols.py:609(MovingOLS)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
       22    0.000    0.000    0.000    0.000 posixpath.py:112(basename)
       24    0.000    0.000    0.000    0.000 decorators.py:19(deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 units.py:44(<module>)
        1    0.000    0.000    0.000    0.000 window.py:55(_Window)
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       10    0.000    0.000    0.000    0.000 feedparser.py:67(close)
        2    0.000    0.000    0.000    0.000 specifiers.py:256(_compare_greater_than_equal)
      102    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       33    0.000    0.000    0.000    0.000 core.py:1545(<lambda>)
        2    0.000    0.000    0.000    0.000 _apipkg.py:14(_py_abspath)
        1    0.000    0.000    0.000    0.000 config_init.py:417(_register_xlsx)
        2    0.000    0.000    0.000    0.000 parser.py:258(parse_args)
       48    0.000    0.000    0.000    0.000 {sys._getframe}
       39    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 backend_agg.py:445(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 patches.py:983(Wedge)
       78    0.000    0.000    0.000    0.000 {imp.acquire_lock}
        5    0.000    0.000    0.000    0.000 common.py:87(is_datetime64tz_dtype)
       30    0.000    0.000    0.000    0.000 rcsetup.py:588(__call__)
        1    0.000    0.000    0.000    0.000 formatting.py:89(HelpFormatter)
       26    0.000    0.000    0.000    0.000 array.py:40(_arith_method)
        1    0.000    0.000    0.000    0.000 contour.py:57(ContourLabeler)
       19    0.000    0.000    0.000    0.000 {delattr}
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 six.py:662(exec_)
        1    0.000    0.000    0.000    0.000 patches.py:3939(FancyArrowPatch)
       76    0.000    0.000    0.000    0.000 __init__.py:991(_added_new)
        1    0.000    0.000    0.000    0.000 __init__.py:324(wrapper)
       12    0.000    0.000    0.000    0.000 inference.py:98(is_sequence)
       22    0.000    0.000    0.000    0.000 __init__.py:987(is_url)
        1    0.000    0.000    0.000    0.000 tzfile.py:16(_byte_string)
       19    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:15(<module>)
       78    0.000    0.000    0.000    0.000 {imp.release_lock}
        1    0.000    0.000    0.000    0.000 urllib2.py:1439(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 offsets.py:676(BusinessHourMixin)
       79    0.000    0.000    0.000    0.000 __init__.py:2887(__hash__)
        2    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
       49    0.000    0.000    0.000    0.000 {sys.exc_info}
       86    0.000    0.000    0.000    0.000 lazy.py:145(lazy)
        1    0.000    0.000    0.000    0.000 _cm.py:6(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:3(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:1127(__init__)
       50    0.000    0.000    0.000    0.000 {zip}
       66    0.000    0.000    0.000    0.000 pkgutil.py:173(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2683(MaskedArray)
        2    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
       13    0.000    0.000    0.000    0.000 __init__.py:1014(markers_pass)
        4    0.000    0.000    0.000    0.000 six.py:114(_resolve)
       63    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:8(<module>)
       14    0.000    0.000    0.000    0.000 calendar.py:74(__getitem__)
       22    0.000    0.000    0.000    0.000 specifiers.py:139(_coerce_version)
        1    0.000    0.000    0.000    0.000 backports_abc.py:108(mk_coroutine)
        1    0.000    0.000    0.000    0.000 collections.py:36(Collection)
        3    0.000    0.000    0.000    0.000 rcsetup.py:239(validate_toolbar)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
       16    0.000    0.000    0.000    0.000 version.py:114(_parse_version_parts)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4122(__lshift__)
        8    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:135(DateOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1965(QuarterEnd)
        7    0.000    0.000    0.000    0.000 offsets.py:197(_determine_offset)
        1    0.000    0.000    0.000    0.000 transforms.py:248(BboxBase)
        3    0.000    0.000    0.000    0.000 numeric.py:2967(__enter__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4135(__ilshift__)
        7    0.000    0.000    0.000    0.000 config.py:788(is_one_of_factory)
        1    0.000    0.000    0.000    0.000 fama_macbeth.py:1(<module>)
        6    0.000    0.000    0.000    0.000 base.py:3581(_add_logical_methods_disabled)
        1    0.000    0.000    0.000    0.000 threading.py:1081(__init__)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
        3    0.000    0.000    0.000    0.000 rcsetup.py:409(validate_whiskers)
       21    0.000    0.000    0.000    0.000 specifiers.py:673(__iter__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4119(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:366(ContextualVersionConflict)
        8    0.000    0.000    0.000    0.000 version.py:53(__eq__)
       21    0.000    0.000    0.000    0.000 specifiers.py:624(__hash__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3751(FollowedBy)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 align.py:2(<module>)
       12    0.000    0.000    0.000    0.000 collections.py:108(clear)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2335(__init__)
        1    0.000    0.000    0.000    0.000 plm.py:3(<module>)
       38    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 pivot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2981(_initialize)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 SocketServer.py:120(<module>)
       12    0.000    0.000    0.000    0.000 six.py:126(__init__)
       22    0.000    0.000    0.000    0.000 {method 'read' of 'cStringIO.StringI' objects}
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:17(Gcf)
        1    0.000    0.000    0.000    0.000 rfc822.py:71(<module>)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:610(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        4    0.000    0.000    0.000    0.000 tempfile.py:48(_set_cloexec)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        6    0.000    0.000    0.000    0.000 excel.py:142(register_writer)
       19    0.000    0.000    0.000    0.000 tokenize.py:45(group)
       12    0.000    0.000    0.000    0.000 pyparsing.py:3472(<genexpr>)
        5    0.000    0.000    0.000    0.000 generic.py:5509(_doc_parms)
        1    0.000    0.000    0.000    0.000 streamplot.py:216(DomainMap)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        1    0.000    0.000    0.000    0.000 dtypes.py:113(__new__)
       14    0.000    0.000    0.000    0.000 config.py:688(config_prefix)
        1    0.000    0.000    0.000    0.000 widgets.py:1574(ToolHandles)
        1    0.000    0.000    0.000    0.000 offsets.py:1112(MonthEnd)
        5    0.000    0.000    0.000    0.000 common.py:100(is_categorical_dtype)
       39    0.000    0.000    0.000    0.000 base.py:3456(_make_evaluate_binop)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        4    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
        2    0.000    0.000    0.000    0.000 _compat.py:56(write)
       52    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       38    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
       16    0.000    0.000    0.000    0.000 specifiers.py:111(__hash__)
        1    0.000    0.000    0.000    0.000 contour.py:1395(QuadContourSet)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1635(FigureCanvasBase)
        3    0.000    0.000    0.000    0.000 numeric.py:2972(__exit__)
       22    0.000    0.000    0.000    0.000 feedparser.py:140(pushlines)
        2    0.000    0.000    0.000    0.000 __init__.py:646(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 generic.py:5450(_add_series_only_operations)
        3    0.000    0.000    0.000    0.000 core.py:1620(get_default)
        9    0.000    0.000    0.000    0.000 cbook.py:53(_generate_deprecation_message)
        1    0.000    0.000    0.000    0.000 common.py:285(is_extension_type)
        1    0.000    0.000    0.000    0.000 geo.py:514(LambertAxes)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        1    0.000    0.000    0.000    0.000 offsets.py:556(BusinessDay)
        1    0.000    0.000    0.000    0.000 getopt.py:15(<module>)
       48    0.000    0.000    0.000    0.000 {method 'endswith' of 'unicode' objects}
       54    0.000    0.000    0.000    0.000 {method 'iterkeys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 collections.py:1484(EllipseCollection)
        1    0.000    0.000    0.000    0.000 collections.py:958(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 internals.py:2669(BlockManager)
        3    0.000    0.000    0.000    0.000 textwrap.py:163(_split)
        1    0.000    0.000    0.000    0.000 tempfile.py:519(SpooledTemporaryFile)
        6    0.000    0.000    0.000    0.000 __init__.py:1858(has_metadata)
        1    0.000    0.000    0.000    0.000 pytables.py:2896(Table)
        1    0.000    0.000    0.000    0.000 dviread.py:43(Dvi)
        1    0.000    0.000    0.000    0.000 base.py:108(DatetimeIndexOpsMixin)
       69    0.000    0.000    0.000    0.000 __init__.py:304(set_function_name)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
